file_name,genre_name,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std
hiphop.00077.wav,hiphop,0.138,0.079,2987.625,973.133,6404.879,1892.652,-25.809,70.885,9.562,17.497,-1.621,-0.538,0.263,-4.632,-0.571,-3.063,-2.407,0.382,-2.143,-0.326,-2.367,1.942,1.315,-1.283,-2.018,-0.191,57.548,33.809,24.996,19.979,18.351,16.176,13.039,10.882,10.802,10.233,12.042,9.072,8.855,8.721,8.647,8.401,8.253,8.125,9.168,7.791
hiphop.00080.wav,hiphop,0.155,0.085,3377.753,905.249,6893.997,1500.318,-63.997,50.788,6.629,27.828,6.647,0.303,2.832,3.227,0.159,0.611,0.102,-5.056,2.671,-1.637,3.106,5.163,-0.832,4.851,0.242,-4.865,42.47,25.72,22.159,15.971,13.776,11.437,10.897,9.878,10.698,8.678,8.422,8.203,8.769,7.945,7.88,7.786,8.616,7.282,6.376,7.152
hiphop.00079.wav,hiphop,0.172,0.099,3211.823,1188.293,6310.344,2323.58,-79.684,62.314,-5.13,18.232,12.874,-14.09,4.909,1.678,-5.769,0.821,-3.799,2.017,3.421,-2.856,1.273,1.747,-2.266,-1.029,-4.602,-2.822,92.16,38.611,30.63,23.497,17.313,19.897,15.117,14.716,12.061,11.736,9.993,9.162,9.11,8.913,8.108,8.147,8.01,8.86,7.838,7.438
hiphop.00067.wav,hiphop,0.127,0.099,3053.718,1070.367,6668.174,1866.246,-74.632,58.728,9.919,21.561,15.059,4.933,2.283,5.468,3.123,0.605,2.466,4.206,3.472,3.598,2.776,1.887,-1.699,-1.144,-1.348,-4.013,59.081,28.167,25.933,17.128,16.489,13.239,13.894,12.648,11.846,10.33,10.231,10.575,9.488,9.25,8.554,7.345,7.847,6.271,6.535,7.463
hiphop.00075.wav,hiphop,0.147,0.13,3140.811,1334.878,6336.699,1830.93,-94.525,51.68,17.54,28.929,2.06,3.735,-1.843,4.376,8.775,2.132,-1.384,4.683,4.072,0.011,0.212,-0.437,-4.118,-1.104,-0.124,-2.756,66.192,43.127,28.942,24.357,18.952,16.703,15.338,12.976,13.901,13.918,10.608,10.244,9.93,9.087,7.933,7.428,7.327,6.883,6.797,6.716
hiphop.00070.wav,hiphop,0.069,0.055,2500.605,1114.896,6027.781,2498.585,-81.727,82.32,53.554,25.541,15.734,19.201,8.423,6.388,0.203,0.129,1.205,1.54,-0.729,1.35,-0.394,-3.13,-0.495,-0.743,-3.77,-2.51,70.399,32.423,27.371,16.642,14.616,9.404,8.836,7.964,8.881,7.729,6.763,6.109,6.186,5.979,6.157,4.953,4.912,4.815,5.157,4.828
hiphop.00083.wav,hiphop,0.111,0.059,2367.662,559.912,5016.412,1028.785,-121.973,89.622,-25.791,40.963,-4.292,27.568,-15.57,22.406,-10.841,19.813,-8.645,19.087,-8.476,9.426,-3.399,0.977,-5.643,2.005,-4.324,1.882,43.028,19.977,18.604,15.463,13.542,11.871,12.729,10.518,8.793,9.685,8.832,8.719,7.868,8.179,7.902,8.1,8.381,7.954,8.177,8.14
hiphop.00088.wav,hiphop,0.15,0.056,2694.878,524.506,5599.982,833.004,-89.874,79.762,-25.731,47.734,-10.015,31.55,-22.203,26.636,-10.968,18.827,-15.545,14.418,-10.032,8.895,-8.937,7.228,-5.003,3.143,-4.724,-1.582,44.764,18.998,20.612,15.079,13.816,13.264,10.528,10.404,9.494,9.328,7.445,8.56,7.841,7.863,7.118,7.858,7.258,8.057,6.756,7.601
hiphop.00090.wav,hiphop,0.104,0.048,2272.773,471.721,4964.436,975.991,-109.488,97.373,-20.623,37.363,-3.109,28.598,-14.16,23.84,-8.73,19.892,-11.281,17.933,-3.468,8.231,-8.941,9.266,-4.982,1.844,-2.24,0.67,30.761,15.751,14.964,11.363,11.084,8.868,11.417,8.569,8.886,7.749,7.695,7.139,7.05,6.825,6.753,6.283,7.241,7.888,7.51,7.55
hiphop.00081.wav,hiphop,0.052,0.034,1470.312,596.117,3279.084,1627.004,-215.964,122.529,0.908,39.341,9.276,26.042,-4.047,18.255,-6.52,13.917,-3.075,8.889,-4.348,4.696,-0.11,0.917,-1.923,-1.771,1.168,-4.015,70.892,23.097,27.718,17.617,15.908,12.632,13.137,10.472,9.891,9.51,9.093,7.161,7.637,6.773,7.576,5.746,6.061,6.38,7.116,6.403
hiphop.00091.wav,hiphop,0.139,0.064,2628.952,510.478,5411.512,801.485,-105.506,76.679,-24.788,55.213,-8.263,28.903,-15.747,26.301,-8.484,20.453,-8.148,13.914,-6.561,9.871,-4.857,5.877,-1.945,3.961,-3.613,-2.291,45.454,18.499,20.01,14.183,14.796,11.292,11.991,10.34,9.745,9.033,9.346,8.928,8.355,7.288,8.738,7.625,8.395,7.093,7.878,8.214
hiphop.00085.wav,hiphop,0.127,0.068,2607.828,551.968,5534.641,804.969,-114.285,80.852,-18.193,50.673,-14.912,29.257,-20.064,18.564,-17.682,16.675,-11.423,16.292,-4.455,10.558,-4.056,9.137,-2.845,0.622,-2.007,0.551,39.876,19.146,19.839,14.019,14.045,9.32,9.953,9.026,8.184,7.69,7.557,7.667,7.95,7.241,6.8,6.209,7.358,8.073,7.327,8.618
hiphop.00089.wav,hiphop,0.118,0.059,2669.98,581.479,5526.431,967.474,-103.109,74.086,-22.439,51.58,-7.073,32.656,-14.976,19.622,-7.055,22.253,-7.31,17.612,-0.029,14.707,-4.231,10.655,-6.322,1.04,-1.816,5.558,41.329,19.905,17.733,11.664,11.907,8.519,8.224,7.983,7.792,6.745,7.747,6.716,8.077,6.466,6.545,6.365,7.279,6.866,7.203,8.176
hiphop.00087.wav,hiphop,0.088,0.075,2473.157,714.636,5509.636,1060.159,-168.258,70.93,-3.051,54.821,-12.121,30.507,-1.539,28.833,-8.94,18.759,-6.605,14.599,-3.586,14.186,-3.976,6.928,-4.178,5.869,-1.516,1.285,53.238,16.541,19.964,11.123,12.749,11.459,13.009,9.626,10.526,7.155,8.995,6.341,6.969,5.348,7.012,5.345,6.133,5.084,7.358,5.738
hiphop.00093.wav,hiphop,0.152,0.075,3185.478,652.824,6278.378,551.176,-191.622,41.312,5.01,65.469,-4.32,42.643,-12.261,23.816,-4.266,16.034,-5.092,16.437,-9.366,6.673,-2.729,-0.445,-7.419,4.57,-6.978,2.473,57.461,20.082,21.16,14.86,14.506,11.639,10.804,9.102,9.861,9.37,9.889,8.639,7.719,7.073,7.485,7.643,7.677,8.777,9.078,11.115
hiphop.00082.wav,hiphop,0.113,0.07,2291.141,618.954,4820.748,940.498,-122.759,94.999,-29.363,46.771,-15.987,27.096,-13.115,20.238,-5.376,15.451,-6.908,15.635,-6.701,8.275,-0.754,9.404,1.255,1.669,0.49,1.621,30.955,22.592,17.037,10.978,11.425,9.457,11.147,9.737,9.076,7.591,8.283,7.619,7.555,7.261,6.988,6.171,8.008,7.449,6.503,6.763
hiphop.00092.wav,hiphop,0.073,0.039,2329.947,526.744,5835.606,1077.714,-145.022,84.069,10.871,43.618,6.295,36.134,-14.657,26.806,-10.332,24.704,-8.715,18.791,-4.399,9.878,-8.131,8.819,-7.877,2.877,-4.344,-1.121,43.826,16.753,21.12,13.654,18.864,10.892,11.465,10.574,8.848,8.743,8.127,7.464,9.772,8.159,7.228,7.143,7.029,8.203,7.192,7.17
hiphop.00086.wav,hiphop,0.08,0.054,2083.432,665.815,4479.431,1324.676,-198.935,92.614,-19.531,39.533,-0.645,33.59,-6.467,27.532,-2.398,15.003,-2.992,14.894,-3.388,9.289,0.836,8.287,-0.589,-1.615,1.254,3.05,56.549,27.19,19.551,19.692,17.19,12.948,11.332,10.397,9.622,10.913,10.417,9.811,9.312,8.06,8.535,7.504,7.86,7.981,6.782,7.584
hiphop.00084.wav,hiphop,0.105,0.071,2044.053,767.694,4074.03,1371.71,-214.26,100.346,-33.479,47.249,-8.954,12.98,-17.308,11.075,-11.712,8.799,-7.837,6.262,-0.103,4.89,1.201,3.781,1.471,3.484,0.656,4.139,64.949,40.496,25.168,23.73,19.415,18.586,15.19,13.304,13.017,11.109,10.015,9.317,9.942,8.22,7.917,7.011,7.529,6.905,6.677,6.545
hiphop.00098.wav,hiphop,0.101,0.06,2538.747,552.79,5353.807,793.08,-129.821,71.998,-23.266,63.211,-6.867,34.39,-12.197,30.477,-7.588,20.587,-6.207,14.665,-2.944,9.039,-4.736,5.377,-2.418,1.619,-5.974,-0.824,44.03,20.224,20.031,16.711,13.399,11.792,11.212,8.671,9.542,7.513,8.06,7.854,8.331,7.01,6.728,6.972,7.61,6.74,7.786,8.015
hiphop.00096.wav,hiphop,0.083,0.03,1752.627,402.795,3490.71,852.533,-128.158,124.538,-37.171,43.884,-12.751,18.994,-9.27,19.772,-6.874,13.464,-5.966,12.313,-4.638,5.825,-2.862,3.682,-1.873,-0.149,-2.054,-3.225,47.088,21.501,20.384,16.382,18.13,13.1,11.785,9.472,9.375,8.313,7.959,7.5,7.433,7.252,7.366,6.616,6.669,6.079,6.241,6.338
hiphop.00094.wav,hiphop,0.054,0.031,1929.734,557.324,4412.292,1411.835,-169.89,98.038,-11.323,38.256,5.077,25.409,-11.839,25.135,-5.541,19.219,-2.914,18.213,6.094,13.966,-0.295,12.499,0.417,1.652,1.515,2.804,53.366,26.385,20.14,16.193,17.499,14.91,13.362,10.213,12.119,9.552,9.763,9.114,9.415,7.706,8.41,7.808,7.639,7.146,6.833,7.231
hiphop.00099.wav,hiphop,0.102,0.066,1962.681,822.063,3797.754,1474.633,-138.861,100.218,-31.455,32.471,-2.758,13.106,-14.511,13.958,-15.179,8.196,-4.926,3.518,-7.986,0.801,-2.978,-0.731,-7.728,-1.23,-6.521,-5.395,60.955,39.586,32.392,23.595,17.856,17.899,15.131,14.005,14.435,12.386,11.713,11.125,10.483,9.571,9.758,7.934,7.228,8.558,8.561,7.759
hiphop.00095.wav,hiphop,0.158,0.054,2735.775,529.104,5419.956,813.462,-92.605,77.394,-32.745,54.569,-13.19,33.647,-12.061,28.015,-11.942,18.826,-6.648,13.039,-7.003,7.07,-4.526,6.489,-2.97,3.701,-5.406,-4.211,37.605,19.041,17.198,11.723,9.302,9.107,8.925,8.282,7.751,7.148,6.856,5.473,5.748,5.616,5.569,6.179,6.6,5.998,5.858,5.831
hiphop.00097.wav,hiphop,0.116,0.065,2582.204,588.912,5731.929,786.244,-111.163,80.616,-0.88,50.62,-13.463,35.314,-14.834,21.187,-13.571,19.616,-11.756,16.965,-9.355,8.697,-9.881,5.815,-9.132,0.872,-5.988,-0.313,34.644,20.337,15.775,13.721,14.704,9.265,9.722,9.476,7.381,7.991,8.076,8.644,7.539,7.557,6.721,7.272,6.709,8.053,8.468,8.157
blues.00003.wav,blues,0.033,0.021,1070.107,429.367,2184.746,1221.963,-199.544,150.091,5.663,26.859,1.771,14.234,-4.832,9.286,-0.759,8.138,-3.201,6.079,-2.48,-1.079,-2.871,0.781,-3.32,0.637,-0.619,-3.407,74.213,21.366,16.036,12.58,16.372,11.26,12.486,9.015,9.598,8.445,10.499,6.946,7.537,7.892,7.187,6.665,7.086,6.109,6.104,5.652
blues.00005.wav,blues,0.094,0.079,1831.994,1015.127,3481.518,1809.541,-177.774,118.205,-17.566,30.762,-21.748,11.921,-20.731,3.187,-8.586,-0.933,-11.772,-2.406,-9.344,-9.936,-3.904,-5.577,-1.838,-2.784,-3.048,-8.11,85.483,56.526,25.581,22.04,20.819,16.322,13.028,11.564,13.124,10.006,8.749,8.872,8.96,6.896,7.751,8.518,8.289,6.515,6.309,6.805
blues.00001.wav,blues,0.056,0.038,1530.177,613.066,3550.522,1725.657,-207.502,123.991,8.955,35.878,2.907,21.51,-8.56,23.371,-10.1,11.9,-5.556,5.376,-2.232,4.22,-6.012,0.928,-0.731,0.295,-0.284,0.531,88.117,23.67,23.933,16.264,16.731,12.509,14.172,11.94,12.888,10.216,10.255,9.808,8.057,8.553,7.24,7.44,7.766,6.937,7.149,6.767
blues.00002.wav,blues,0.076,0.032,1552.812,395.56,3042.26,885.457,-90.723,140.446,-29.094,31.684,-13.985,25.765,-13.665,11.64,-11.784,9.719,-13.134,5.791,-8.908,-1.077,-9.229,2.452,-7.729,-1.816,-3.44,-2.231,57.611,22.556,20.292,12.004,12.47,8.634,10.343,10.324,8.09,8.241,7.601,8.03,7.771,7.597,6.048,6.372,6.902,7.238,6.829,5.529
blues.00004.wav,blues,0.101,0.044,1835.004,586.003,3579.758,1254.184,-160.338,126.22,-35.588,22.148,-32.479,10.852,-23.352,0.498,-11.793,1.207,-13.088,-2.814,-6.933,-7.553,-9.165,-4.521,-5.454,-0.917,-4.405,-11.703,72.078,29.22,18.27,13.909,18.338,11.612,9.657,11.166,11.405,9.984,8.958,9.297,9.463,8.423,8.706,9.279,8.676,7.322,7.932,7.429
blues.00000.wav,blues,0.083,0.028,1784.166,360.242,3805.84,949.476,-113.571,121.572,-19.168,42.366,-6.365,18.623,-13.705,15.343,-12.274,10.977,-8.327,8.804,-3.672,5.748,-5.163,0.753,-1.69,-0.409,-2.304,1.221,50.638,17.202,15.348,12.293,12.959,9.444,8.226,8.303,9.067,7.962,7.86,7.158,6.42,6.368,7.055,7.24,6.044,6.45,7.42,6.851
blues.00007.wav,blues,0.061,0.043,1451.667,670.498,2954.837,1276.374,-179.347,136.469,-26.673,39.984,5.304,10.929,-20.565,8.511,-11.357,-3.468,-8.42,-6.95,-3.539,-8.042,-8.961,-8.426,-10.569,-10.785,-4.691,-8.631,81.08,38.461,24.323,18.776,25.5,11.675,12.797,12.3,13.113,13.349,12.145,9.15,9.66,7.582,9.067,8.393,7.217,7.776,8.096,7.51
blues.00006.wav,blues,0.073,0.044,1459.366,661.709,2795.611,1273.359,-190.052,130.289,-36.37,33.029,11.109,-0.606,-20.872,0.273,-6.486,-5.517,-7.84,-3.129,-6.596,-9.95,-6.535,-10.068,-10.913,-6.971,-3.437,-6.483,98.268,43.964,36.159,21.917,32.919,16.756,12.339,10.145,11.443,12.388,9.351,8.014,8.895,7.949,9.294,9.124,7.543,6.183,6.945,8.377
blues.00012.wav,blues,0.069,0.049,1360.641,507.016,2738.639,976.165,-207.223,132.831,-15.429,60.971,0.73,12.438,1.183,-1.547,-17.879,8.353,-2.458,-0.603,0.386,2.6,-5.179,-9.523,-9.243,-2.855,-1.427,-5.932,67.642,25.813,30.575,18.207,17.7,10.064,10.42,10.558,9.828,9.75,11.817,9.632,9.299,7.329,6.771,8.323,7.982,8.294,10.593,9.562
blues.00009.wav,blues,0.079,0.037,1817.151,546.11,3943.491,1169.461,-213.24,115.166,-11.693,39.014,-20.341,13.078,-9.174,9.011,-14.101,4.266,-6.046,3.782,0.222,-5.109,-0.41,-1.18,-1.917,-2.293,2.882,-4.235,78.318,28.254,25.864,18.727,23.065,16.698,11.257,8.247,10.492,9.625,9.216,10.22,8.737,9.241,10.197,7.702,7.643,9.122,8.78,9.564
blues.00017.wav,blues,0.048,0.029,1088.844,481.291,2134.993,1040.058,-245.699,140.491,-2.79,60.431,18.919,9.83,3.559,0.515,-16.388,6.628,7.259,-4.014,1.602,5.895,-3.021,-4.774,-3.031,-1.994,-0.047,-3.971,72.076,28.29,28.225,18.977,15.352,9.983,10.889,9.667,11.37,10.259,9.839,8.449,8.542,8.87,7.483,7.642,8.106,8.063,7.934,8.045
blues.00008.wav,blues,0.064,0.027,1719.369,404.083,3782.316,1123.796,-121.364,122.507,-14.738,46.131,-8.182,20.183,-19.173,23.039,-11.838,21.16,-6.718,6.993,-12.731,5.061,-5.183,-1.453,-7.042,2.695,3.412,-2.716,51.207,20.359,18.472,13.915,13.31,10.345,7.594,8.779,6.527,7.659,6.996,7.512,7.873,7.109,5.742,7.111,5.375,6.074,5.805,6.035
blues.00016.wav,blues,0.061,0.038,1454.964,390.278,3009.461,1005.296,-233.759,120.675,-3.175,39.518,3.818,18.837,-3.678,4.433,-14.966,17.578,1.842,2.549,-1.233,8.439,-0.202,-3.895,-4.457,0.01,1.293,-2.098,70.449,23.708,34.751,19.917,16.894,12.496,10.025,10.556,10.077,10.11,10.422,8.154,8.065,8.058,7.695,8.83,9.107,9.271,9.142,10.044
blues.00015.wav,blues,0.064,0.044,1420.365,447.168,2929.964,836.719,-238.516,120.11,-4.229,42.291,5.929,13.917,5.358,1.896,-16.937,12.351,3.946,-1.394,0.019,3.588,-4.501,-5.541,-6.887,-4.823,1.747,-1.882,66.172,26.994,31.285,19.581,17.285,10.836,10.932,11.995,9.478,8.732,9.034,7.809,7.783,9.457,10.094,8.798,9.671,8.107,8.854,11.452
blues.00011.wav,blues,0.044,0.044,1352.66,715.636,2880.778,1712.72,-287.924,124.019,5.47,33.657,1.095,14.705,-4.877,8.671,0.785,6.58,-4.875,-3.178,-5.536,-6.784,-2.648,-2.995,-3.387,-1.853,1.84,-4.891,77.016,31.562,17.384,18.564,21.008,15.342,12.236,13.762,12.195,10.689,9.684,9.175,8.124,7.793,7.445,7.388,6.312,6.837,6.088,5.306
blues.00020.wav,blues,0.053,0.025,1390.302,320.899,3006.172,972.599,-230.358,127.078,7.123,39.775,1.921,17.412,-5.619,8.249,-18.117,13.835,-3.77,2.572,-4.318,6.806,-6.167,-6.199,-4.5,-1.822,-0.517,1.51,54.665,19.936,24.536,13.251,10.833,10.01,8.926,8.324,7.759,8.537,8.462,8.639,7.918,7.87,7.79,7.079,7.279,8.572,9.73,8.59
blues.00013.wav,blues,0.051,0.035,1324.293,414.095,2710.269,1036.533,-209.826,124.463,10.342,47.011,6.508,15.411,-2.005,6.707,-21.558,10.718,-5.524,-2.2,-3.035,8.645,-0.304,-0.638,-2.938,-1.705,-1.768,-7.762,44.382,23.273,25.748,12.192,10.103,12.1,8.354,8.744,9.815,9.795,9.519,7.693,7.242,8.47,8.274,9.412,9.869,10.211,9.427,10.674
blues.00018.wav,blues,0.056,0.041,1537.588,439.434,3495.515,1351.998,-252.493,104.937,15.332,42.667,6.783,21.606,-1.298,5.675,-16.633,12.173,-1.947,1.951,-0.89,7.771,2.38,1.775,1.325,3.61,4.908,-2.655,53.613,24.57,25.745,12.78,9.645,10.83,8.563,10.03,11.211,11.114,7.211,8.054,6.986,8.46,10.097,9.651,11.494,13.504,12.315,9.82
blues.00021.wav,blues,0.048,0.048,1046.55,539.889,1830.331,1161.557,-264.723,138.868,11.194,48.504,14.931,20.58,3.207,1.249,-15.846,15.978,3.369,-1.511,1.906,6.328,-0.993,-2.419,-3.68,0.492,5.041,-0.777,79.639,31.648,35.854,19.283,15.774,11.403,10.952,10.222,9.764,9.231,8.892,8.486,8.377,8.275,9.064,9.463,9.691,10.922,10.854,12.185
blues.00019.wav,blues,0.059,0.042,1195.47,499.523,2235.265,1099.104,-236.657,138.409,-4.913,47.629,5.184,8.877,0.514,-3.805,-14.989,10.417,-0.334,0.776,1.777,4.233,-0.468,-6.105,-5.391,-1.341,-3.723,-4.365,74.689,23.16,34.159,17.673,21.62,9.578,9.884,12.625,8.801,10.234,11.602,8.977,8.831,8.583,7.956,8.984,9.772,9.622,8.514,8.179
blues.00010.wav,blues,0.063,0.021,1409.955,453.505,2765.901,1194.924,-173.792,137.187,-23.724,26.978,-16.658,4.181,-12.56,5.832,-2.874,-1.197,-1.955,1.802,-2.99,-1.867,-0.793,-3.016,-0.44,-1.995,-0.748,-4.991,90.245,32.919,32.073,22.261,17.024,12.675,12.261,9.084,10.422,8.111,7.46,7.61,9.691,6.334,7.052,7.942,7.555,7.46,6.869,6.826
blues.00014.wav,blues,0.045,0.039,1171.848,383.769,2344.246,936.801,-305.655,113.086,12.114,45.034,17.763,14.573,4.159,0.214,-7.027,13.642,8.929,1.303,5.961,8.549,1.125,0.603,0.055,-3.722,-0.995,-1.8,90.522,26.138,38.242,14.998,15.816,12.446,12.539,12.932,9.882,8.765,9.48,7.925,8.021,8.719,11.708,8.231,9.832,8.108,9.453,10.655
blues.00024.wav,blues,0.047,0.033,1120.019,420.069,2323.821,1067.979,-274.366,130.411,-6.351,70.403,13.27,9.474,7.735,-1.235,-0.572,-2.303,3.774,0.076,-0.939,2.296,4.294,-1.661,-10.439,-6.793,-1.066,-1.584,76.932,22.368,36.657,17.639,15.178,12.472,11.026,12.258,9.702,8.299,8.768,8.58,11.253,7.947,8.344,6.919,7.006,6.278,6.65,9.145
blues.00028.wav,blues,0.048,0.029,1115.728,325.147,2290.647,798.71,-248.962,139.032,-16.24,57.116,20.192,10.16,4.576,0.338,-7.863,-3.47,-2.649,-2.843,-0.895,-2.413,2.571,-5.871,-12.413,-7.302,-0.924,-2.699,70.473,19.971,34.1,18.175,12.575,11.538,11.176,10.872,8.356,8.28,8.908,8.165,9.763,7.427,7.885,6.832,7.488,6.122,6.96,9.315
blues.00031.wav,blues,0.043,0.033,1330.716,593.533,2898.789,1926.236,-221.843,110.852,18.638,30.928,3.296,22.59,-20.407,12.123,-26.33,-4.354,-26.384,-13.032,-12.655,-1.816,-7.259,-6.661,-14.688,-11.713,-11.025,-13.39,50.122,24.212,13.799,13.439,14.874,10.029,17.849,10.701,10.445,10.104,11.361,10.379,12.096,9.752,10.528,10.436,10.157,10.763,10.885,9.926
blues.00033.wav,blues,0.042,0.038,1430.492,837.163,3245.468,2359.861,-238.951,108.705,34.146,30.211,-0.503,27.293,-21.399,14.172,-24.512,-1.884,-28.058,-11.256,-16.464,-7.641,-12.785,-15.352,-13.746,-7.408,-10.078,-13.291,56.767,28.686,16.701,17.409,15.427,11.852,16.913,11.815,10.837,13.394,11.276,9.36,9.521,8.887,7.967,9.053,11.876,8.302,8.397,9.371
blues.00034.wav,blues,0.046,0.026,1537.098,584.019,3602.423,1927.281,-217.155,105.784,15.607,25.26,-1.446,30.2,-17.717,17.319,-27.219,4.337,-20.062,-10.701,-14.233,-5.157,-3.481,-6.189,-15.322,-6.832,-9.825,-13.941,60.001,23.11,18.929,14.809,14.694,10.841,14.955,11.247,10.593,13.315,10.734,8.415,10.246,9.11,10.064,8.159,10.773,9.676,9.528,9.635
blues.00022.wav,blues,0.059,0.054,1155.781,560.544,2169.033,1154.233,-233.956,136.146,3.324,48.929,8.715,13.966,5.367,0.4,-13.47,16.878,5.148,-2.25,3.948,5.316,0.811,-1.107,-4.556,-2.431,3.325,-0.602,80.676,30.981,34.107,19.602,17.447,12.893,10.28,11.308,12.307,9.082,10.702,8.803,8.131,9.124,10.05,8.959,8.876,10.017,10.923,11.972
blues.00025.wav,blues,0.052,0.037,1109.353,372.424,2243.342,915.553,-249.285,131.005,0.671,66.704,17.915,4.622,6.613,1.243,1.413,-1.59,-0.982,-3.576,-2.927,4.601,7.481,-0.188,-2.823,-2.675,0.741,-0.531,63.089,18.394,39.738,17.273,13.543,13.161,9.822,9.913,8.698,9.587,10.078,9.227,9.289,7.901,9.574,10.032,9.349,8.809,8.721,8.224
blues.00026.wav,blues,0.052,0.039,1198.459,402.343,2477.276,997.131,-284.848,108.75,9.13,51.251,18.124,7.633,8.775,2.365,0.019,2.237,4.191,-3.305,1.614,2.692,3.376,3.293,-4.524,0.497,5.922,3.215,78.749,26.016,38.049,17.164,14.507,13.481,11.023,10.158,9.665,10.323,9.186,9.877,8.286,8.644,9.681,10.796,11.753,10.288,11.869,13.041
blues.00023.wav,blues,0.052,0.033,1209.988,363.013,2521.741,781.085,-227.225,137.788,-14.5,63.561,5.618,11.958,1.908,-1.889,-7.604,-2.473,-2.891,-9.433,-10.929,3.569,4.15,0.089,-2.986,-1.386,7.541,-3.036,64.413,22.526,35.285,14.541,12.372,9.791,10.042,9.378,9.861,9.916,10.204,9.375,10.773,8.308,8.793,6.728,8.184,9.09,9.664,8.603
blues.00029.wav,blues,0.053,0.057,1648.835,844.004,3759.892,2040.042,-233.715,101.199,17.651,23.741,2.08,25.939,-16.969,15.08,-22.277,4.385,-23.198,-6.037,-5.057,1.069,-5.779,-8.31,-11.384,-6.723,-10.014,-14.026,60.699,29.758,19.374,14.81,15.085,11.648,18.41,10.661,9.913,11.077,12.941,9.044,8.997,9.996,9.429,9.177,9.916,9.83,8.612,8.828
blues.00027.wav,blues,0.072,0.05,1391.842,447.475,2811.698,735.668,-228.167,130.34,-23.311,70.2,1.129,7.589,0.903,1.994,-6.159,-9.381,-2.564,-4.522,-0.27,0.17,-1.529,1.468,-6.981,-8.324,4.241,0.992,53.067,26.245,30.453,19.94,13.486,12.4,10.011,9.394,7.866,9.281,10.386,7.678,8.231,7.555,8.924,8.974,8.065,9.582,10.938,11.49
blues.00032.wav,blues,0.039,0.056,1309.382,869.519,2763.186,2165.074,-288.715,105.926,18.82,23.674,5.7,25.559,-13.45,12.43,-11.961,1.59,-15.623,-6.639,-11.686,-2.936,-7.378,-15.694,-10.957,-10.88,-18.502,-19.118,72.957,28.824,20.849,18.51,19.518,12.804,15.101,11.212,14.031,11.505,11.25,9.058,10.148,10.263,9.064,7.384,7.835,6.722,7.476,8.68
blues.00030.wav,blues,0.039,0.031,1379.189,742.281,3016.514,2139.076,-206.938,117.792,23.265,28.3,-1.102,18.867,-21.972,17.848,-25.59,2.135,-17.777,-8.011,-17.62,-8.12,-8.629,-15.54,-15.332,-9.657,-10.09,-17.827,45.034,27.634,16.777,16.164,13.994,12.687,14.573,11.715,14.15,10.154,8.555,7.773,8.528,9.275,10.757,9.259,8.832,9.863,7.444,9.54
blues.00035.wav,blues,0.045,0.024,1506.873,643.434,3404.186,2045.426,-171.773,120.294,15.34,21.108,-5.385,24.195,-24.138,18.545,-22.349,1.319,-20.763,-4.982,-17.108,-7.879,-15.3,-9.344,-8.912,-8.512,-14.33,-19.93,44.081,26.33,16.406,12.112,13.26,10.914,12.062,10.023,11.806,10.778,8.251,9.022,9.297,7.955,6.613,7.036,6.567,7.569,7.569,6.974
blues.00041.wav,blues,0.102,0.04,2390.39,553.734,5403.435,976.563,-107.17,88.488,-4.169,55.478,-8.014,38.415,-6.41,28.573,-19.822,13.238,-19.253,12.072,-4.578,3.787,-16.986,11.621,-7.36,-3.666,-7.177,1.975,37.638,19.476,18.006,11.379,10.348,8.396,9.464,9.258,7.403,11.179,8.295,7.238,7.539,6.886,6.373,6.272,6.599,8.047,7.506,6.813
blues.00040.wav,blues,0.098,0.037,2272.44,449.783,5108.215,762.56,-110.248,90.703,-2.526,74.058,-11.753,39.208,-13.161,20.542,-17.153,12.813,-21.43,5.952,-8.023,4.232,-16.482,6.545,-5.692,-3.643,-4.853,1.853,35.875,15.176,15.082,10.684,10.648,8.132,9.299,7.096,6.872,9.675,6.415,7.001,6.876,6.805,5.825,5.954,6.296,6.021,6.948,6.783
blues.00043.wav,blues,0.087,0.035,2155.88,433.649,5011.574,968.666,-109.106,100.609,-8.657,47.35,-6.558,39.608,-8.516,29.566,-16.586,13.164,-24.209,6.577,-8.647,4.927,-15.434,1.534,-6.749,1.411,-3.969,3.284,47.007,15.176,19.638,9.104,9.474,9.623,9.532,6.396,7.692,10.67,6.414,7.932,6.602,6.259,6.22,6.195,6.73,8.708,6.376,8.254
